Period,Release,Studio,Count,Box Office
"95","Mar 2008","Columbia Pictures","45","2419.8"
"95","Mar 2008","Buena Vista","34","3225.8"
"95","Mar 2008","Lionsgate Films","12","371.0"
"96","Apr 2008","Warner Bros. Pictures","122","7955.4"
"96","Apr 2008","20th Century Fox","110","7016.5"
"96","Apr 2008","Universal Pictures","111","7048.5"
"96","Apr 2008","Walt Disney Pictures","10","655.3"
"96","Apr 2008","Paramount Pictures","93","4927.3"
"96","Apr 2008","Sony Pictures","46","3337.8"
"96","Apr 2008","New Line Cinema","81","4011.6"
"96","Apr 2008","Columbia Pictures","45","2419.8"
"96","Apr 2008","Buena Vista","34","3225.8"
"96","Apr 2008","Lionsgate Films","12","371.0"
"97","May 2008","Warner Bros. Pictures","124","8151.9"
"97","May 2008","20th Century Fox","111","7096.7"
"97","May 2008","Universal Pictures","112","7101.0"
"97","May 2008","Walt Disney Pictures","11","796.9"
"97","May 2008","Paramount Pictures","95","5562.6"
"97","May 2008","Sony Pictures","46","3337.8"
"97","May 2008","New Line Cinema","81","4011.6"
"97","May 2008","Columbia Pictures","45","2419.8"
"97","May 2008","Buena Vista","34","3225.8"
"97","May 2008","Lionsgate Films","12","371.0"
"98","Jun 2008","Warner Bros. Pictures","125","8282.1"
"98","Jun 2008","20th Century Fox","112","7161.2"
"98","Jun 2008","Universal Pictures","114","7369.8"
"98","Jun 2008","Walt Disney Pictures","12","1020.6"
"98","Jun 2008","Paramount Pictures","97","5810.2"
"98","Jun 2008","Sony Pictures","47","3437.8"
"98","Jun 2008","New Line Cinema","81","4011.6"
"98","Jun 2008","Columbia Pictures","45","2419.8"
"98","Jun 2008","Buena Vista","34","3225.8"
"98","Jun 2008","Lionsgate Films","12","371.0"
"99","Jul 2008","Warner Bros. Pictures","126","8383.8"
"99","Jul 2008","20th Century Fox","115","7223.5"
"99","Jul 2008","Universal Pictures","116","7589.3"
"99","Jul 2008","Walt Disney Pictures","12","1020.6"
"99","Jul 2008","Paramount Pictures","97","5810.2"
"99","Jul 2008","Sony Pictures","47","3437.8"
"99","Jul 2008","New Line Cinema","81","4011.6"
"99","Jul 2008","Columbia Pictures","47","2748.2"
"99","Jul 2008","Buena Vista","34","3225.8"
"99","Jul 2008","Lionsgate Films","12","371.0"
"100","Aug 2008","Warner Bros. Pictures","128","8462.9"
"100","Aug 2008","20th Century Fox","115","7223.5"
"100","Aug 2008","Universal Pictures","118","7727.0"
"100","Aug 2008","Walt Disney Pictures","12","1020.6"
"100","Aug 2008","Paramount Pictures","97","5810.2"
"100","Aug 2008","Sony Pictures","47","3437.8"
"100","Aug 2008","New Line Cinema","81","4011.6"
"100","Aug 2008","Columbia Pictures","47","2748.2"
"100","Aug 2008","Buena Vista","35","3256.4"
"100","Aug 2008","Lionsgate Films","13","371.0344"
"101","Sep 2008","Warner Bros. Pictures","128","8462.9"
"101","Sep 2008","20th Century Fox","115","7223.5"
"101","Sep 2008","Universal Pictures","118","7727.0"
"101","Sep 2008","Walt Disney Pictures","12","1020.6"
"101","Sep 2008","Paramount Pictures","97","5810.2"
"101","Sep 2008","Sony Pictures","47","3437.8"
"101","Sep 2008","New Line Cinema","81","4011.6"
"101","Sep 2008","Columbia Pictures","47","2748.2"
"101","Sep 2008","Buena Vista","35","3256.4"
"101","Sep 2008","Lionsgate Films","13","371.0344"
"102","Oct 2008","Warner Bros. Pictures","130","8522.5"
"102","Oct 2008","20th Century Fox","116","7264.1"
"102","Oct 2008","Universal Pictures","121","7776.5"
"102","Oct 2008","Walt Disney Pictures","14","1205.6"
"102","Oct 2008","Paramount Pictures","97","5810.2"
"102","Oct 2008","Sony Pictures","47","3437.8"
"102","Oct 2008","New Line Cinema","82","4027.3"
"102","Oct 2008","Columbia Pictures","47","2748.2"
"102","Oct 2008","Buena Vista","35","3256.4"
"102","Oct 2008","Lionsgate Films","14","384.0344"
"103","Nov 2008","Warner Bros. Pictures","130","8522.5"
"103","Nov 2008","20th Century Fox","117","7313.5"
"103","Nov 2008","Universal Pictures","122","7843.8"
"103","Nov 2008","Walt Disney Pictures","15","1319.7"
"103","Nov 2008","Paramount Pictures","97","5810.2"
"103","Nov 2008","Sony Pictures","47","3437.8"
"103","Nov 2008","New Line Cinema","83","4147.4"
"103","Nov 2008","Columbia Pictures","47","2748.2"
"103","Nov 2008","Buena Vista","35","3256.4"
"103","Nov 2008","Lionsgate Films","15","415.3344"
"104","Dec 2008","Warner Bros. Pictures","130","8522.5"
"104","Dec 2008","20th Century Fox","119","7535.7"
"104","Dec 2008","Universal Pictures","123","7894.6"
"104","Dec 2008","Walt Disney Pictures","16","1429.7"
"104","Dec 2008","Paramount Pictures","97","5810.2"
"104","Dec 2008","Sony Pictures","49","3515.9"
"104","Dec 2008","New Line Cinema","83","4147.4"
"104","Dec 2008","Columbia Pictures","47","2748.2"
"104","Dec 2008","Buena Vista","35","3256.4"
"104","Dec 2008","Lionsgate Films","16","435.1344"
"105","Jan 2009","Warner Bros. Pictures","131","8523.4"
"105","Jan 2009","20th Century Fox","120","7594.3"
"105","Jan 2009","Universal Pictures","124","7913.2"
"105","Jan 2009","Walt Disney Pictures","16","1429.7"
"105","Jan 2009","Paramount Pictures","97","5810.2"
"105","Jan 2009","Sony Pictures","49","3515.9"
"105","Jan 2009","New Line Cinema","83","4147.4"
"105","Jan 2009","Columbia Pictures","47","2748.2"
"105","Jan 2009","Buena Vista","35","3256.4"
"105","Jan 2009","Lionsgate Films","18","503.3344"
"106","Feb 2009","Warner Bros. Pictures","131","8523.4"
"106","Feb 2009","20th Century Fox","121","7602.9"
"106","Feb 2009","Universal Pictures","124","7913.2"
"106","Feb 2009","Walt Disney Pictures","16","1429.7"
"106","Feb 2009","Paramount Pictures","97","5810.2"
"106","Feb 2009","Sony Pictures","50","3551.8"
"106","Feb 2009","New Line Cinema","83","4147.4"
"106","Feb 2009","Columbia Pictures","47","2748.2"
"106","Feb 2009","Buena Vista","35","3256.4"
"106","Feb 2009","Lionsgate Films","18","503.3344"
"107","Mar 2009","Warner Bros. Pictures","132","8630.9"
"107","Mar 2009","20th Century Fox","123","7619.6"
"107","Mar 2009","Universal Pictures","125","7953.8"
"107","Mar 2009","Walt Disney Pictures","18","1496.9"
"107","Mar 2009","Paramount Pictures","97","5810.2"
"107","Mar 2009","Sony Pictures","50","3551.8"
"107","Mar 2009","New Line Cinema","83","4147.4"
"107","Mar 2009","Columbia Pictures","47","2748.2"
"107","Mar 2009","Buena Vista","35","3256.4"
"107","Mar 2009","Lionsgate Films","18","503.3344"
"108","Apr 2009","Warner Bros. Pictures","133","8654.9"
"108","Apr 2009","20th Century Fox","124","7629.0"
"108","Apr 2009","Universal Pictures","127","8145.8"
"108","Apr 2009","Walt Disney Pictures","19","1576.4"
"108","Apr 2009","Paramount Pictures","97","5810.2"
"108","Apr 2009","Sony Pictures","50","3551.8"
"108","Apr 2009","New Line Cinema","84","4211.5"
"108","Apr 2009","Columbia Pictures","47","2748.2"
"108","Apr 2009","Buena Vista","35","3256.4"
"108","Apr 2009","Lionsgate Films","18","503.3344"
"109","May 2009","Warner Bros. Pictures","135","8835.4"
"109","May 2009","20th Century Fox","126","7985.8"
"109","May 2009","Universal Pictures","128","8187.9"
"109","May 2009","Walt Disney Pictures","20","1869.4"
"109","May 2009","Paramount Pictures","97","5810.2"
"109","May 2009","Sony Pictures","50","3551.8"
"109","May 2009","New Line Cinema","84","4211.5"
"109","May 2009","Columbia Pictures","47","2748.2"
"109","May 2009","Buena Vista","35","3256.4"
"109","May 2009","Lionsgate Films","18","503.3344"
"110","Jun 2009","Warner Bros. Pictures","137","9161.8"
"110","Jun 2009","20th Century Fox","126","7985.8"
"110","Jun 2009","Universal Pictures","129","8237.3"
"110","Jun 2009","Walt Disney Pictures","21","2033.3"
"110","Jun 2009","Paramount Pictures","97","5810.2"
"110","Jun 2009","Sony Pictures","51","3595.1"
"110","Jun 2009","New Line Cinema","84","4211.5"
"110","Jun 2009","Columbia Pictures","47","2748.2"
"110","Jun 2009","Buena Vista","35","3256.4"
"110","Jun 2009","Lionsgate Films","18","503.3344"
"111","Jul 2009","Warner Bros. Pictures","139","9505.2"
"111","Jul 2009","20th Century Fox","128","8152.0"
"111","Jul 2009","Universal Pictures","131","8349.1"
"111","Jul 2009","Walt Disney Pictures","22","2152.7"
"111","Jul 2009","Paramount Pictures","97","5810.2"
"111","Jul 2009","Sony Pictures","51","3595.1"
"111","Jul 2009","New Line Cinema","84","4211.5"
"111","Jul 2009","Columbia Pictures","47","2748.2"
"111","Jul 2009","Buena Vista","35","3256.4"
"111","Jul 2009","Lionsgate Films","18","503.3344"
"112","Aug 2009","Warner Bros. Pictures","142","9655.9"
"112","Aug 2009","20th Century Fox","128","8152.0"
"112","Aug 2009","Universal Pictures","132","8364.6"
"112","Aug 2009","Walt Disney Pictures","23","2153.5"
"112","Aug 2009","Paramount Pictures","98","5960.4"
"112","Aug 2009","Sony Pictures","51","3595.1"
"112","Aug 2009","New Line Cinema","84","4211.5"
"112","Aug 2009","Columbia Pictures","47","2748.2"
"112","Aug 2009","Buena Vista","35","3256.4"
"112","Aug 2009","Lionsgate Films","18","503.3344"
"113","Sep 2009","Warner Bros. Pictures","144","9699.4"
"113","Sep 2009","20th Century Fox","130","8201.8"
"113","Sep 2009","Universal Pictures","133","8387.5"
"113","Sep 2009","Walt Disney Pictures","23","2153.5"
"113","Sep 2009","Paramount Pictures","98","5960.4"
"113","Sep 2009","Sony Pictures","52","3720.0"
"113","Sep 2009","New Line Cinema","84","4211.5"
"113","Sep 2009","Columbia Pictures","47","2748.2"
"113","Sep 2009","Buena Vista","35","3256.4"
"113","Sep 2009","Lionsgate Films","20","575.5344"
"114","Oct 2009","Warner Bros. Pictures","146","9795.0"
"114","Oct 2009","20th Century Fox","130","8201.8"
"114","Oct 2009","Universal Pictures","135","8510.5"
"114","Oct 2009","Walt Disney Pictures","23","2153.5"
"114","Oct 2009","Paramount Pictures","99","6068.3"
"114","Oct 2009","Sony Pictures","52","3720.0"
"114","Oct 2009","New Line Cinema","84","4211.5"
"114","Oct 2009","Columbia Pictures","47","2748.2"
"114","Oct 2009","Buena Vista","35","3256.4"
"114","Oct 2009","Lionsgate Films","21","576.4344"
"115","Nov 2009","Warner Bros. Pictures","148","10165.4"
"115","Nov 2009","20th Century Fox","131","8222.7"
"115","Nov 2009","Universal Pictures","136","8536.0"
"115","Nov 2009","Walt Disney Pictures","24","2203.0"
"115","Nov 2009","Paramount Pictures","99","6068.3"
"115","Nov 2009","Sony Pictures","52","3720.0"
"115","Nov 2009","New Line Cinema","84","4211.5"
"115","Nov 2009","Columbia Pictures","47","2748.2"
"115","Nov 2009","Buena Vista","35","3256.4"
"115","Nov 2009","Lionsgate Films","22","623.9344"
"116","Dec 2009","Warner Bros. Pictures","149","10202.8"
"116","Dec 2009","20th Century Fox","133","9202.5"
"116","Dec 2009","Universal Pictures","137","8648.7"
"116","Dec 2009","Walt Disney Pictures","25","2307.4"
"116","Dec 2009","Paramount Pictures","100","6152.1"
"116","Dec 2009","Sony Pictures","52","3720.0"
"116","Dec 2009","New Line Cinema","84","4211.5"
"116","Dec 2009","Columbia Pictures","47","2748.2"
"116","Dec 2009","Buena Vista","35","3256.4"
"116","Dec 2009","Lionsgate Films","23","652.4344"
"117","Jan 2010","Warner Bros. Pictures","151","10340.4"
"117","Jan 2010","20th Century Fox","134","9261.1"
"117","Jan 2010","Universal Pictures","137","8648.7"
"117","Jan 2010","Walt Disney Pictures","26","2340.0"
"117","Jan 2010","Paramount Pictures","101","6196.1"
"117","Jan 2010","Sony Pictures","53","3720.1"
"117","Jan 2010","New Line Cinema","84","4211.5"
"117","Jan 2010","Columbia Pictures","47","2748.2"
"117","Jan 2010","Buena Vista","35","3256.4"
"117","Jan 2010","Lionsgate Films","23","652.4344"
"118","Feb 2010","Warner Bros. Pictures","152","10384.4"
"118","Feb 2010","20th Century Fox","135","9347.8"
"118","Feb 2010","Universal Pictures","138","8710.6"
"118","Feb 2010","Walt Disney Pictures","26","2340.0"
"118","Feb 2010","Paramount Pictures","101","6196.1"
"118","Feb 2010","Sony Pictures","53","3720.1"
"118","Feb 2010","New Line Cinema","84","4211.5"
"118","Feb 2010","Columbia Pictures","47","2748.2"
"118","Feb 2010","Buena Vista","35","3256.4"
"118","Feb 2010","Lionsgate Films","24","676.4344"
"119","Mar 2010","Warner Bros. Pictures","152","10384.4"
"119","Mar 2010","20th Century Fox","136","9411.8"
"119","Mar 2010","Universal Pictures","139","8743.7"
"119","Mar 2010","Walt Disney Pictures","27","2659.3"
"119","Mar 2010","Paramount Pictures","101","6196.1"
"119","Mar 2010","Sony Pictures","54","3776.1"
"119","Mar 2010","New Line Cinema","84","4211.5"
"119","Mar 2010","Columbia Pictures","47","2748.2"
"119","Mar 2010","Buena Vista","35","3256.4"
"119","Mar 2010","Lionsgate Films","24","676.4344"
"120","Apr 2010","Warner Bros. Pictures","154","10469.4"
"120","Apr 2010","20th Century Fox","137","9510.5"
"120","Apr 2010","Universal Pictures","139","8743.7"
"120","Apr 2010","Walt Disney Pictures","27","2659.3"
"120","Apr 2010","Paramount Pictures","101","6196.1"
"120","Apr 2010","Sony Pictures","55","3792.1"
"120","Apr 2010","New Line Cinema","84","4211.5"
"120","Apr 2010","Columbia Pictures","47","2748.2"
"120","Apr 2010","Buena Vista","35","3256.4"
"120","Apr 2010","Lionsgate Films","24","676.4344"
"121","May 2010","Warner Bros. Pictures","155","10564.7"
"121","May 2010","20th Century Fox","138","9532.0"
"121","May 2010","Universal Pictures","139","8743.7"
"121","May 2010","Walt Disney Pictures","28","2750.1"
"121","May 2010","Paramount Pictures","101","6196.1"
"121","May 2010","Sony Pictures","55","3792.1"
"121","May 2010","New Line Cinema","84","4211.5"
"121","May 2010","Columbia Pictures","47","2748.2"
"121","May 2010","Buena Vista","35","3256.4"
"121","May 2010","Lionsgate Films","24","676.4344"
"122","Jun 2010","Warner Bros. Pictures","156","10575.2"
"122","Jun 2010","20th Century Fox","141","9719.2"
"122","Jun 2010","Universal Pictures","140","8804.6"
"122","Jun 2010","Walt Disney Pictures","29","3165.1"
"122","Jun 2010","Paramount Pictures","101","6196.1"
"122","Jun 2010","Sony Pictures","57","4130.7"
"122","Jun 2010","New Line Cinema","84","4211.5"
"122","Jun 2010","Columbia Pictures","47","2748.2"
"122","Jun 2010","Buena Vista","35","3256.4"
"122","Jun 2010","Lionsgate Films","25","723.4344"
"123","Jul 2010","Warner Bros. Pictures","158","10911.4"
"123","Jul 2010","20th Century Fox","143","9797.4"
"123","Jul 2010","Universal Pictures","142","9087.2"
"123","Jul 2010","Walt Disney Pictures","29","3165.1"
"123","Jul 2010","Paramount Pictures","102","6327.7"
"123","Jul 2010","Sony Pictures","58","4249.0"
"123","Jul 2010","New Line Cinema","84","4211.5"
"123","Jul 2010","Columbia Pictures","47","2748.2"
"123","Jul 2010","Buena Vista","35","3256.4"
"123","Jul 2010","Lionsgate Films","25","723.4344"
"124","Aug 2010","Warner Bros. Pictures","159","10936.1"
"124","Aug 2010","20th Century Fox","144","9834.1"
"124","Aug 2010","Universal Pictures","143","9118.7"
"124","Aug 2010","Walt Disney Pictures","29","3165.1"
"124","Aug 2010","Paramount Pictures","103","6328.4"
"124","Aug 2010","Sony Pictures","59","4329.6"
"124","Aug 2010","New Line Cinema","84","4211.5"
"124","Aug 2010","Columbia Pictures","48","2867.4"
"124","Aug 2010","Buena Vista","35","3256.4"
"124","Aug 2010","Lionsgate Films","26","826.4344"
"125","Sep 2010","Warner Bros. Pictures","162","11085.8"
"125","Sep 2010","20th Century Fox","146","9913.2"
"125","Sep 2010","Universal Pictures","143","9118.7"
"125","Sep 2010","Walt Disney Pictures","29","3165.1"
"125","Sep 2010","Paramount Pictures","103","6328.4"
"125","Sep 2010","Sony Pictures","59","4329.6"
"125","Sep 2010","New Line Cinema","85","4229.3"
"125","Sep 2010","Columbia Pictures","48","2867.4"
"125","Sep 2010","Buena Vista","35","3256.4"
"125","Sep 2010","Lionsgate Films","27","851.5344"
"126","Oct 2010","Warner Bros. Pictures","164","11171.9"
"126","Oct 2010","20th Century Fox","146","9913.2"
"126","Oct 2010","Universal Pictures","144","9133.3"
"126","Oct 2010","Walt Disney Pictures","31","3224.8331"
"126","Oct 2010","Paramount Pictures","104","6413.1"
"126","Oct 2010","Sony Pictures","59","4329.6"
"126","Oct 2010","New Line Cinema","85","4229.3"
"126","Oct 2010","Columbia Pictures","49","2964.3"
"126","Oct 2010","Buena Vista","35","3256.4"
"126","Oct 2010","Lionsgate Films","27","851.5344"
"127","Nov 2010","Warner Bros. Pictures","166","11567.3"
"127","Nov 2010","20th Century Fox","148","10027.2"
"127","Nov 2010","Universal Pictures","144","9133.3"
"127","Nov 2010","Walt Disney Pictures","32","3425.6331"
"127","Nov 2010","Paramount Pictures","104","6413.1"
"127","Nov 2010","Sony Pictures","59","4329.6"
"127","Nov 2010","New Line Cinema","85","4229.3"
"127","Nov 2010","Columbia Pictures","49","2964.3"
"127","Nov 2010","Buena Vista","35","3256.4"
"127","Nov 2010","Lionsgate Films","27","851.5344"
"128","Dec 2010","Warner Bros. Pictures","167","11667.5"
"128","Dec 2010","20th Century Fox","150","10174.4"
"128","Dec 2010","Universal Pictures","145","9281.7"
"128","Dec 2010","Walt Disney Pictures","33","3597.7331"
"128","Dec 2010","Paramount Pictures","106","6677.7"
"128","Dec 2010","Sony Pictures","59","4329.6"
"128","Dec 2010","New Line Cinema","85","4229.3"
"128","Dec 2010","Columbia Pictures","51","3062.1"
"128","Dec 2010","Buena Vista","35","3256.4"
"128","Dec 2010","Lionsgate Films","27","851.5344"
"129","Jan 2011","Warner Bros. Pictures","167","11667.5"
"129","Jan 2011","20th Century Fox","150","10174.4"
"129","Jan 2011","Universal Pictures","146","9330.1"
"129","Jan 2011","Walt Disney Pictures","33","3597.7331"
"129","Jan 2011","Paramount Pictures","107","6748.3"
"129","Jan 2011","Sony Pictures","60","4428.4"
"129","Jan 2011","New Line Cinema","85","4229.3"
"129","Jan 2011","Columbia Pictures","51","3062.1"
"129","Jan 2011","Buena Vista","35","3256.4"
"129","Jan 2011","Lionsgate Films","29","856.7344"
"130","Feb 2011","Warner Bros. Pictures","168","11712.5"
"130","Feb 2011","20th Century Fox","151","10212.3"
"130","Feb 2011","Universal Pictures","147","9353.2"
"130","Feb 2011","Walt Disney Pictures","33","3597.7331"
"130","Feb 2011","Paramount Pictures","108","6821.3"
"130","Feb 2011","Sony Pictures","61","4531.4"
"130","Feb 2011","New Line Cinema","85","4229.3"
"130","Feb 2011","Columbia Pictures","51","3062.1"
"130","Feb 2011","Buena Vista","35","3256.4"
"130","Feb 2011","Lionsgate Films","29","856.7344"
"131","Mar 2011","Warner Bros. Pictures","168","11712.5"
"131","Mar 2011","20th Century Fox","152","10265.0"
"131","Mar 2011","Universal Pictures","149","9453.1"
"131","Mar 2011","Walt Disney Pictures","34","3619.1331"
"131","Mar 2011","Paramount Pictures","109","6944.5"
"131","Mar 2011","Sony Pictures","61","4531.4"
"131","Mar 2011","New Line Cinema","85","4229.3"
"131","Mar 2011","Columbia Pictures","51","3062.1"
"131","Mar 2011","Buena Vista","35","3256.4"
"131","Mar 2011","Lionsgate Films","30","914.7344"
"132","Apr 2011","Warner Bros. Pictures","168","11712.5"
"132","Apr 2011","20th Century Fox","154","10467.3"
"132","Apr 2011","Universal Pictures","152","9792.5"
"132","Apr 2011","Walt Disney Pictures","35","3629.2331"
"132","Apr 2011","Paramount Pictures","109","6944.5"
"132","Apr 2011","Sony Pictures","62","4531.6"
"132","Apr 2011","New Line Cinema","85","4229.3"
"132","Apr 2011","Columbia Pictures","51","3062.1"
"132","Apr 2011","Buena Vista","35","3256.4"
"132","Apr 2011","Lionsgate Films","30","914.7344"
"133","May 2011","Warner Bros. Pictures","169","11967.0"
"133","May 2011","20th Century Fox","154","10467.3"
"133","May 2011","Universal Pictures","152","9792.5"
"133","May 2011","Walt Disney Pictures","36","3870.3331"
"133","May 2011","Paramount Pictures","110","7125.5"
"133","May 2011","Sony Pictures","63","4568.9"
"133","May 2011","New Line Cinema","85","4229.3"
"133","May 2011","Columbia Pictures","51","3062.1"
"133","May 2011","Buena Vista","35","3256.4"
"133","May 2011","Lionsgate Films","30","914.7344"
"134","Jun 2011","Warner Bros. Pictures","170","12083.6"
"134","Jun 2011","20th Century Fox","156","10681.9"
"134","Jun 2011","Universal Pictures","152","9792.5"
"134","Jun 2011","Walt Disney Pictures","36","3870.3331"
"134","Jun 2011","Paramount Pictures","111","7252.5"
"134","Jun 2011","Sony Pictures","64","4669.2"
"134","Jun 2011","New Line Cinema","85","4229.3"
"134","Jun 2011","Columbia Pictures","51","3062.1"
"134","Jun 2011","Buena Vista","35","3256.4"
"134","Jun 2011","Lionsgate Films","30","914.7344"
"135","Jul 2011","Warner Bros. Pictures","173","12666.4"
"135","Jul 2011","20th Century Fox","157","10705.1"
"135","Jul 2011","Universal Pictures","154","9928.3"
"135","Jul 2011","Walt Disney Pictures","37","3897.0331"
"135","Jul 2011","Paramount Pictures","112","7429.1"
"135","Jul 2011","Sony Pictures","64","4669.2"
"135","Jul 2011","New Line Cinema","85","4229.3"
"135","Jul 2011","Columbia Pictures","52","3142.5"
"135","Jul 2011","Buena Vista","35","3256.4"
"135","Jul 2011","Lionsgate Films","30","914.7344"
"136","Aug 2011","Warner Bros. Pictures","173","12666.4"
"136","Aug 2011","20th Century Fox","159","10893.7"
"136","Aug 2011","Universal Pictures","155","9965.3"
"136","Aug 2011","Walt Disney Pictures","38","3915.3331"
"136","Aug 2011","Paramount Pictures","112","7429.1"
"136","Aug 2011","Sony Pictures","66","4743.0"
"136","Aug 2011","New Line Cinema","85","4229.3"
"136","Aug 2011","Columbia Pictures","52","3142.5"
"136","Aug 2011","Buena Vista","35","3256.4"
"136","Aug 2011","Lionsgate Films","30","914.7344"
"137","Sep 2011","Warner Bros. Pictures","174","12738.7"
"137","Sep 2011","20th Century Fox","160","10907.7"
"137","Sep 2011","Universal Pictures","156","9986.6"
"137","Sep 2011","Walt Disney Pictures","38","3915.3331"
"137","Sep 2011","Paramount Pictures","112","7429.1"
"137","Sep 2011","Sony Pictures","69","4855.4"
"137","Sep 2011","New Line Cinema","85","4229.3"
"137","Sep 2011","Columbia Pictures","52","3142.5"
"137","Sep 2011","Buena Vista","35","3256.4"
"137","Sep 2011","Lionsgate Films","31","942.8344"
"138","Oct 2011","Warner Bros. Pictures","174","12738.7"
"138","Oct 2011","20th Century Fox","162","10952.5"
"138","Oct 2011","Universal Pictures","158","10011.8"
"138","Oct 2011","Walt Disney Pictures","39","4000.8331"
"138","Oct 2011","Paramount Pictures","113","7533.1"
"138","Oct 2011","Sony Pictures","71","4900.9"
"138","Oct 2011","New Line Cinema","85","4229.3"
"138","Oct 2011","Columbia Pictures","52","3142.5"
"138","Oct 2011","Buena Vista","35","3256.4"
"138","Oct 2011","Lionsgate Films","31","942.8344"
"139","Nov 2011","Warner Bros. Pictures","176","12811.0"
"139","Nov 2011","20th Century Fox","162","10952.5"
"139","Nov 2011","Universal Pictures","159","10089.8"
"139","Nov 2011","Walt Disney Pictures","40","4089.4331"
"139","Nov 2011","Paramount Pictures","113","7533.1"
"139","Nov 2011","Sony Pictures","73","5021.5"
"139","Nov 2011","New Line Cinema","85","4229.3"
"139","Nov 2011","Columbia Pictures","52","3142.5"
"139","Nov 2011","Buena Vista","35","3256.4"
"139","Nov 2011","Lionsgate Films","31","942.8344"
"140","Dec 2011","Warner Bros. Pictures","177","12997.8"
"140","Dec 2011","20th Century Fox","165","11191.4"
"140","Dec 2011","Universal Pictures","159","10089.8"
